distance,stellar_magnitude,orbital_radius,eccentricity,mass_earth,radius_earth,Habitable
3471.0,15.585,0.0252,0.0,1.12,1.04,0
1520.0,15.49,0.014,0.0,0.52,0.84,0
2524.0,14.206,0.028,0.0,2.3,1.32,0
2524.0,14.206,0.11,0.0,5.65,2.1940000000000004,0
2524.0,14.206,0.0698,0.0,2.73,1.46,0
3269.0,12.635,0.323,0.0,5.1,2.11,0
1609.0,12.442,0.0674,0.0,0.437,0.8,0
257.0,17.96,0.0316,0.0,2.83,1.49,0
1318.0,12.976,0.085,0.0,0.156,0.6,0
4620.0,15.105,0.1168,0.0,3.22,1.61,0
3081.0,16.326,0.0445,0.0,3.86,1.79,0
1802.0,13.278,0.1266,0.0,2.92,1.52,0
3348.0,14.166,0.0878,0.0,2.33,1.33,0
3015.0,13.94,0.0726,0.0,0.363,0.76,0
4936.0,15.074,0.0205,0.0,1.32,1.09,0
1028.0,14.743,0.111,0.0,5.14,2.12,0
1028.0,14.743,0.158,0.0,4.27,1.9,0
2515.0,14.186,0.0772,0.0,1.55,1.14,0
4631.0,14.846,0.0794,0.0,2.15,1.27,0
5348.0,14.94,0.04,0.0,2.99,1.54,0
2082.0,16.19,0.546,0.0,10.2,3.10451,0
3187.0,14.951,0.0396,0.0,1.2,1.06,0
2756.0,15.508,0.051,0.0,2.04,1.23,0
7001.0,15.632,0.3237,0.0,4.27,1.9,0
3983.0,14.257,0.0427,0.0,1.2,1.06,0
2022.0,13.929,0.0527,0.0,0.809,0.95,0
4333.0,14.97,0.4823,0.0,3.26,1.62,0
1219.0,15.386,0.082,0.0,6.26,2.32564,0
1219.0,15.386,0.218,0.0,11.5,3.33488,0
2412.0,13.81,0.05714,0.06,209.7678,10.5312,0
3363.0,16.076,0.9712,0.0,9.96,3.0606300000000006,0
3363.0,16.076,0.0689,0.0,4.43,1.942,0
2102.0,13.842,0.0336,0.0,0.477,0.82,0
2054.0,13.362,0.1074,0.0,2.36,1.34,0
8848.0,15.397,0.0351,0.0,2.21,1.29,0
1765.0,15.224,0.0089,0.0,2.57,1.41,0
1782.0,12.592,0.3912,0.0,1.28,1.08,0
2712.0,15.396,0.6421,0.0,4.94,2.07,1
4195.0,13.969,0.1075,0.0,0.721,0.92,0
2714.0,16.265,0.1126,0.0,3.64,1.73,0
5957.0,15.159,0.4679,0.0,5.56,2.22,0
3057.0,14.816,0.05511,0.0,3.59,1.715,0
3057.0,14.816,0.1192,0.0,13.6,3.6749500000000004,0
2819.0,16.077,0.0777,0.0,3.22,1.61,0
2963.0,14.627,0.0586,0.0,0.457,0.81,0
2495.0,14.936,0.0482,0.0,1.08,1.03,0
4920.0,14.192,0.0264,0.0,4.98,2.08,0
3886.0,16.01,0.0471,0.0,2.83,1.49,0
4547.0,14.603,0.2788,0.0,4.9,2.06,0
3712.0,13.491,0.0761,0.0,1.04,1.02,0
2930.0,13.811,0.181,0.0,1.87,1.2,0
4010.0,13.672,0.0706,0.0,2.13,1.26,0
2397.0,13.438,0.1611,0.0,0.363,0.76,0
1418.0,14.406,0.054,0.0,12.1,2.12,0
1418.0,14.406,0.068,0.0,11.8,2.05,0
2920.0,13.69,0.4322,0.0,3.22,1.61,0
5322.0,15.151,0.4204,0.0,5.31,2.16,0
2598.0,13.437,0.0994,0.0,2.76,1.47,0
2732.0,15.205,0.0518,0.0,2.27,1.31,0
845.0,16.597,0.0327,0.0,27.6,5.58373,0
7536.0,16.227,0.8748,0.0,30.6,5.93477,0
4465.0,14.357,0.0537,0.0,4.74,2.02,0
1035.0,13.111,0.0643,0.0,13.2,3.6091300000000004,0
1148.0,17.8298,0.2952,0.0,33.8,6.29678,0
1096.0,12.786,0.0485,0.0,0.381,0.77,0
2791.0,14.351,0.069,0.0,2.13,1.26,0
2791.0,14.351,0.137,0.0,9.43,2.9619000000000004,0
1080.0,14.278,1.1218,0.0,5.43,2.19,0
4260.0,15.673,0.0511,0.0,2.39,1.35,0
2338.0,13.22,0.6762,0.0,6.66,2.4134,0
3637.0,13.516,0.3875,0.0,3.12,1.58,0
2014.0,14.636,1.0525,0.0,10.3,3.1264499999999997,0
3489.0,15.82,1.117,0.0,12.9,3.5652500000000003,0
6353.0,15.807,1.1546,0.0,10.5,3.15936,0
1850.0,13.375,0.0596,0.0,0.64,0.89,0
4976.0,14.769,0.745,0.0,4.16,1.87,1
3364.0,14.593,0.0932,0.0,7.18,2.5231000000000003,0
2250.0,14.467,0.078,0.0,1.16,1.05,0
2250.0,14.467,0.152,0.0,5.73,2.2159400000000002,0
6067.0,14.754,0.0836,0.0,20.7,4.7171,0
2807.0,14.49,0.1473,0.0,9.85,3.0386900000000003,0
2807.0,14.49,0.2065,0.0,9.01,2.8851100000000005,0
1350.0,14.319,0.1016,0.0,10.3,3.1264499999999997,0
1350.0,14.319,0.0678,0.0,7.56,2.59989,0
1115.0,14.072,0.0531,0.0,5.99,2.27079,0
2053.0,14.397,0.142,0.0,4.19,1.88,0
3922.0,14.566,0.1285,0.0,3.82,1.78,0
416.0,16.8419,0.0295,0.0,2.04,1.23,0
3955.0,13.668,2.7205,0.06,482.99989439999996,11.61723,0
301.0,17.95,0.0514,0.0,1.03,1.017,0
301.0,17.95,0.0649,0.0,1.2,1.06,1
2906.0,14.379,0.058,0.0,2.57,1.41,0
2906.0,14.379,0.097,0.0,7.9,2.67668,0
2906.0,14.379,0.187,0.0,6.57,2.4024300000000003,0
438.0,17.07,0.0167,0.01,0.84,0.96,0
217.0,13.86,0.0692,0.13,4.04,1.84,0
822.0,16.86,0.1654,0.0,3.19,1.6,1
2463.0,15.864,0.4706,0.0,5.35,2.17,1
1853.0,13.497,2.026,0.26,158.915,8.98443,0
696.0,11.045,0.103,0.0,5.0,2.213,0
606.0,11.64,0.1974,0.84,47.674499999999995,4.914560000000001,0
606.0,11.64,3.053,0.53,127.132,13.7125,0
2571.0,11.62,0.0544,0.06,1868.8403999999998,11.737900000000002,0
1830.0,15.05,0.072,0.0,5.99,2.27079,0
1830.0,15.05,0.11,0.0,5.6,2.23,0
1339.0,14.357,0.633,0.06,17.0,3.78465,0
1102.0,16.069,0.1072,0.0,10.9,3.23615,0
2044.0,13.621,0.1137,0.0,9.45,2.9728700000000003,0
1094.0,13.737,0.1006,0.0,8.44,2.7754100000000004,0
4500.0,15.104,0.1761,0.0,8.66,2.81929,0
4500.0,15.104,0.2383,0.0,10.5,3.17033,0
2045.0,13.52,0.4256,0.0,9.19,2.9180200000000003,0
4357.0,15.792,0.124,0.0,17.4,4.256360000000001,0
1773.0,16.473,0.0745,0.0,8.15,2.7205600000000003,0
1773.0,16.473,0.0228,0.0,4.27,1.901,0
1969.0,14.857,0.072,0.0,5.77,2.22691,0
1969.0,14.857,0.195,0.0,6.26,2.32564,0
1969.0,14.857,0.0246,0.0,3.64,1.73,0
6739.0,15.743,0.1528,0.0,11.2,3.28003,0
1165.0,13.439,0.0491,0.0,2.32,1.326,0
1276.0,12.548,0.5726,0.0,9.11,2.9070500000000004,0
2372.0,13.783,0.2127,0.0,8.93,2.87414,0
3303.0,15.697,0.3017,0.0,10.4,3.13742,0
2124.0,13.672,0.3076,0.0,9.93,3.0606300000000006,0
2416.0780219780218,13.485,0.1954,0.0,11.3,3.3019700000000003,0
2399.0,13.806,0.1624,0.0,7.76,2.64377,0
2764.0,15.02,0.5302,0.0,10.9,3.23615,0
2966.0,15.327,0.0892,0.0,4.93,2.069,0
1115.0,14.284,0.04825,0.0,3.6,1.718,0
1115.0,14.284,0.0684,0.0,3.44,1.674,0
1115.0,14.284,0.1404,0.0,2.06,1.238,0
1115.0,14.284,1.883,0.29,321.00829999999996,9.938820000000002,0
1012.0,13.85,0.0784,0.0,2.42,1.36,0
2474.0,14.646,0.32,0.0,7.05,2.50116,0
3783.0,15.907,0.1134,0.0,8.7,2.8302600000000004,0
2392.0,14.962,0.1182,0.0,4.17,1.875,0
2029.0,15.951,0.2253,0.0,8.6,2.80832,0
3725.0,16.096,0.1485,0.0,7.16,2.5231000000000003,0
2381.0,13.661,0.0866,0.0,2.62,1.426,0
1360.0,15.928,0.0532,0.0,3.38,1.656,0
1851.0,14.142,0.0577,0.0,2.13,1.262,0
959.0,12.227,0.0798,0.0,0.799,0.947,0
4383.0,14.842,0.056,0.0,2.73,1.46,0
4383.0,14.842,0.116,0.0,7.7,2.6328,0
2296.0,14.882,0.7097,0.0,8.3,2.75347,0
4135.0,14.893,0.0495,0.0,4.02,1.835,0
1928.0,14.674,0.0646,0.0,1.42,1.112,0
2479.0,14.857,0.1011,0.0,2.21,1.289,0
2479.0,14.857,0.0588,0.0,0.894,0.977,0
1674.0,14.901,0.0449,0.0,1.76,1.18,0
2581.0,14.762,0.0529,0.0,1.46,1.119,0
4914.0,15.505,0.3244,0.0,8.29,2.75347,0
808.0,13.556,0.2008,0.0,2.12,1.26,0
725.0,13.054,0.0203,0.0,1.25,1.073,0
2671.0,14.836,0.0418,0.0,3.08,1.567,0
1326.0,14.424,0.04,0.0,1.51,1.13,0
1326.0,14.424,0.062,0.0,1.92,1.21,0
1326.0,14.424,0.075,0.0,2.1,1.25,0
1326.0,14.424,0.105,0.0,5.48,2.2,0
1326.0,14.424,0.359,0.0,7.18,2.5231000000000003,0
245.0,12.144,0.7048,0.01,105.83739,8.27138,0
2341.0,13.764,0.7576,0.0,8.76,2.8412300000000004,0
1905.0,14.722,0.5608,0.0,5.57,2.222,1
2796.0,16.231,0.1275,0.0,3.2,1.602,0
2725.0,13.392,2.027,0.92,1322.1728,11.694020000000002,0
5328.0,15.8,0.08,0.03,4.47,2.03,0
5328.0,15.8,0.11000234672021421,0.03,5.42,2.05,0
5437.0,15.823,1.64,0.4,1462.0179999999998,9.75233,0
894.0,11.642,0.3192,0.0,9.93,3.0606300000000006,0
2409.0,14.344,0.08,0.0,82.6358,3.1264499999999997,0
2409.0,14.344,0.131,0.0,8.55,2.7973500000000002,0
996.0,12.695,0.1159,0.0,10.3,3.1264499999999997,0
1925.0,13.298,0.1463,0.0,4.36,1.923,0
510.0,14.946,0.0903,0.0,5.83,2.23788,0
963.0,11.065,0.1469,0.0,3.59,1.717,0
1336.0,11.041,0.1047,0.0,10.7,3.19227,0
1705.0,12.881,0.2178,0.0,16.0,4.04793,0
638.0,13.129,0.1916,0.0,6.46,2.36952,0
3291.0,13.323,0.2014,0.0,9.21,2.92899,0
1225.0,12.821,0.4878,0.0,7.12,2.5121300000000004,0
2953.0,13.478,0.0674,0.0,14.8,3.86144,0
2818.0,15.101,0.05,0.0,6.08,2.29273,0
2818.0,15.101,0.098,0.0,7.08,2.50116,0
2818.0,15.101,0.223,0.0,4.23,1.89,0
2053.0,14.822,0.1043,0.0,10.4,3.14839,0
2092.0,15.085,0.0519,0.0,9.9,3.0496600000000003,0
2519.0,14.997,0.0819,0.0,8.58,2.80832,0
2646.0,14.383,0.2249,0.0,8.65,2.81929,0
3460.0,14.961,0.0683,0.0,8.43,2.7754100000000004,0
1822.0,13.153,0.1302,0.0,8.31,2.75347,0
1274.0,13.851,0.1306,0.0,6.84,2.4572800000000004,0
2917.0,15.751,0.0796,0.0,10.2,3.10451,0
2126.0,15.279,0.0535,0.0,9.04,2.8960800000000004,0
1880.0,15.676,0.0418,0.0,14.4,3.80659,0
2703.0,14.703,0.04,0.0,6.12,2.3037,0
2703.0,14.703,0.068,0.0,8.55,2.7973500000000002,0
2703.0,14.703,0.118,0.0,5.69,2.2049700000000003,0
2703.0,14.703,0.211,0.0,8.05,2.69862,0
4655.0,15.478,0.1131,0.0,18.4,4.388000000000001,0
554.0,12.742,0.1401,0.0,8.92,2.87414,0
4206.0,14.884,0.2015,0.0,15.7,4.01502,0
6787.0,15.612,0.0933,0.0,12.8,3.5542800000000003,0
4837.0,15.598,0.0714,0.0,9.74,3.0277200000000004,0
800.0,15.896,0.0621,0.0,1.84,1.194,0
4665.0,14.808,0.2188,0.0,14.3,3.79562,0
2416.0780219780218,15.498,0.297,0.0,25.1,5.27657,0
4250.0,15.649,0.0781,0.0,8.37,2.76444,0
2556.0,14.899,0.0697,0.0,6.48,2.38049,0
2718.0,14.357,0.048,0.0,2.21,1.29,0
2718.0,14.357,0.074,0.0,6.48,2.38049,0
3463.0,15.454,0.0779,0.0,11.0,3.2471200000000002,0
883.0,16.154,0.0296,0.0,2.16,1.273,0
2184.0,14.512,0.2587,0.0,5.38,2.178,0
1758.0,12.062,0.0822,0.0,3.18,1.599,0
3561.0,15.566,0.2093,0.0,13.6,3.6859200000000003,0
3249.0,14.854,0.0408,0.0,4.38,1.929,0
3195.0,13.572,0.9453,0.0,59.11638,8.74309,0
4310.0,16.1966,0.066,0.0,16.8,4.17957,0
3534.0,16.004,0.0615,0.0,7.81,2.65474,0
875.0,14.95,0.0956,0.0,3.23,1.613,0
1255.0,14.53,0.1,0.0,4.5,1.96,0
1255.0,14.53,0.214,0.0,2.83,1.49,0
1255.0,14.53,0.677,0.0,5.43,2.19,1
4884.0,15.702,0.6785,0.0,30.1,5.87992,0
4213.0,15.455,0.0712,0.0,3.98,1.824,0
3141.0,16.0249,0.2698,0.0,18.7,4.442850000000001,0
2308.0,15.59,0.1179,0.0,5.59,2.227,0
2345.0,16.007,0.0718,0.0,6.53,2.39146,0
3205.0,14.544,0.1668,0.0,29.4,5.792160000000001,0
1960.7088846880908,15.736,0.0319,0.0,2.77,1.472,0
2633.0,15.817,0.1335,0.0,8.99,2.8851100000000005,0
5181.0,15.119,0.0919,0.0,7.13,2.5121300000000004,0
1257.0,14.532,0.0429,0.0,0.676,0.904,0
4281.0,15.225,0.105,0.0,7.08,2.50116,0
4281.0,15.225,0.213,0.0,9.8,3.0386900000000003,0
2416.0780219780218,14.472,0.2084,0.0,5.86,2.23788,0
722.0,15.619,0.0413,0.0,2.51,1.391,0
5427.0,15.239,0.204,0.0,8.05,2.69862,0
2468.0,13.634,0.0257,0.0,1.59,1.147,0
5032.0,14.91,0.3512,0.0,18.8,4.45382,0
2494.0,15.04,0.0917,0.0,6.78,2.44631,0
1635.0,12.96,0.4229,0.0,5.81,2.22691,0
2676.0,16.206,0.2873,0.0,9.34,2.9509300000000005,0
2064.0,13.565,0.1286,0.0,5.62,2.233,0
1430.0,12.487,0.3987,0.0,18.2,4.36606,0
1720.0,14.767,0.058,0.0,2.63,1.43,0
1720.0,14.767,0.102,0.0,23.0,2.54504,0
1720.0,14.767,0.163,0.0,15.2,2.4572800000000004,0
1720.0,14.767,0.2494,0.0,2.7,1.45,0
1902.0,14.418,0.1261,0.0,8.45,2.7754100000000004,0
1845.0,13.802,0.3815,0.0,15.5,3.97114,0
2843.0,13.546,0.0418,0.0,7.68,2.6328,0
2222.0,13.085,0.2489,0.0,12.1,3.4336100000000003,0
2664.0,14.02,0.3096,0.0,10.2,3.11548,0
2143.0,13.429,0.3986,0.0,12.9,3.5652500000000003,0
2252.0,13.68,0.2124,0.0,7.33,2.55601,0
2020.0,14.112,0.1031,0.0,5.19,2.132,0
4163.0,15.273,0.0956,0.0,9.36,2.9509300000000005,0
2964.0,15.132,0.1264,0.0,9.44,2.9728700000000003,0
4682.0,15.171,0.2184,0.0,5.84,3.4226400000000003,0
4682.0,15.171,0.2655,0.0,14.7,8.545630000000001,0
2579.0,14.907,0.4276,0.0,12.7,3.5323400000000005,0
3140.0,15.713,0.0574,0.0,6.26,2.32564,0
997.0,13.875,0.0582,0.0,5.6,2.229,0
861.0,13.309,0.077,0.0,2.3,1.319,0
2880.0,15.423,0.1072,0.0,8.24,2.7425,0
2433.0,14.245,0.1379,0.0,7.77,2.64377,0
2818.0,14.088,0.3659,0.0,10.1,3.09354,0
2540.0,14.564,0.227,0.0,5.99,2.27079,0
1828.0,15.484,0.0343,0.0,6.25,2.32564,0
1995.0,14.449,0.3543,0.0,8.4,2.7754100000000004,0
2336.0,14.876,0.085,0.0,8.75,2.8412300000000004,0
2336.0,14.876,0.142,0.0,8.65,2.81929,0
2336.0,14.876,0.397,0.0,14.8,3.86144,0
3491.0,14.179,0.197,0.0,10.0,3.0825700000000005,0
1964.0,13.529,0.0761,0.0,9.91,3.0496600000000003,0
1961.0,15.566,0.0488,0.0,6.89,2.4682500000000003,0
3881.0,15.949,0.0787,0.0,13.8,3.7078600000000006,0
1831.0,15.497,0.0821,0.0,3.87,1.794,0
1960.7088846880908,16.188,0.1002,0.0,3.4,1.663,0
2694.0,14.493,0.1879,0.0,8.0,2.68765,0
4366.0,15.421,0.1637,0.0,9.58,2.99481,0
1289.0,16.391,0.1082,0.0,5.94,2.25982,0
7355.0,15.99,0.1028,0.0,15.9,4.0369600000000005,0
1976.0,14.772,0.036,0.0,3.33,1.64,0
1976.0,14.772,0.064,0.0,4.66,2.0,0
2351.0,14.314,0.02591,0.011,778.6835,14.370700000000001,0
1143.0,13.194,0.0592,0.0,0.961,0.997,0
2738.0,15.28,0.0915,0.0,7.8,2.65474,0
2077.0,15.905,0.0662,0.0,3.43,1.671,0
2077.0,15.905,0.1748,0.0,6.0,2.27079,0
1417.0,14.679,0.1017,0.0,3.18,1.596,0
723.0,15.536,0.0699,0.0,3.0,1.545,0
3190.0,16.173,0.0813,0.0,6.15,2.3037,0
4238.0,14.127,0.0988,0.0,7.77,2.64377,0
3334.0,15.424,0.1467,0.0,9.4,2.9619000000000004,0
1336.0,14.271,0.0435,0.0,2.9,1.513,0
2269.0,14.488,0.109,0.0,2.86,1.5,0
2269.0,14.488,0.229,0.0,9.32,2.9509300000000005,0
3294.0,15.4,0.4137,0.0,14.6,3.8395,0
4536.0,15.327,0.3462,0.0,14.1,3.7627100000000007,0
4597.0,15.631,0.0765,0.0,6.01,2.27079,0
1960.7088846880908,15.639,0.0364,0.0,2.58,1.413,0
2369.0,15.814,0.0371,0.0,6.21,2.31467,0
3284.0,15.621,0.0984,0.0,7.99,2.68765,0
1428.0,14.734,0.3648,0.0,4.53,1.968,0
2442.0,15.346,0.2348,0.0,5.79,2.22691,0
3375.0,14.514,0.055,0.0,3.58,1.714,0
4447.0,15.489,0.1337,0.0,14.5,3.81756,0
1987.0,14.854,0.04,0.0,2.15,1.27,0
1987.0,14.854,0.049,0.0,4.62,1.99,0
4650.0,15.759,0.1964,0.0,9.9,3.0496600000000003,0
2609.0,14.795,0.1244,0.0,7.24,2.5340700000000003,0
2928.0,15.804,0.1416,0.0,7.5,2.58892,0
2365.0,13.477,0.1528,0.0,5.0,2.086,0
3393.0,14.976,0.4267,0.0,6.26,2.32564,0
1403.0,14.605,0.0187,0.0,2.61,1.422,0
1099.0,16.83,0.0213,0.0,2.78,1.475,0
2239.0,13.228,0.0455,0.0,4.1,1.856,0
2844.0,14.985,0.0924,0.0,5.13,2.116,0
2218.0,15.218,0.0559,0.0,6.71,2.42437,0
5053.0,14.942,0.096,0.0,7.18,2.5231000000000003,0
5053.0,14.942,0.157,0.0,11.6,3.35682,0
3448.0,13.605,0.3259,0.0,11.1,3.25809,0
3436.0,15.158,0.0655,0.0,4.54,1.97,0
1586.0,14.577,0.037,0.0,2.02,1.227,0
1930.0,12.645,0.0771,0.0,2.24,1.3,0
1632.0,15.18,0.0496,0.0,2.73,1.459,0
4581.0,15.615,0.0997,0.0,12.2,3.45555,0
4804.0,15.558,0.0602,0.0,7.05,2.50116,0
4010.0,15.48,0.065,0.0,4.92,2.067,0
1472.0,11.443,0.1096,0.0,3.4,1.66,0
3708.0,14.935,0.0583,0.0,4.46,1.949,0
3427.0,14.993,0.064,0.0,4.9,2.06,0
3427.0,14.993,0.103,0.0,35.7,2.22691,0
1674.0,15.192,0.4644,0.0,8.13,2.7205600000000003,0
2061.0,14.855,0.1606,0.0,2.82,1.489,0
3013.0,14.746,0.116,0.0,6.14,2.3037,0
2559.0,13.086,0.171,0.0,7.8,2.65474,0
5886.0,15.995,0.0478,0.0,9.46,2.9728700000000003,0
2318.0,16.117,0.0885,0.0,6.52,2.39146,0
1222.0,14.412,0.1089,0.0,3.76,1.764,0
5525.0,16.027,0.0989,0.0,7.97,2.68765,0
1010.0,13.887,0.0563,0.0,2.57,1.409,0
2061.0,15.997,0.2597,0.0,6.29,2.3366100000000003,0
1991.0,14.42,0.092,0.0,6.17,2.31467,0
1991.0,14.42,0.141,0.0,8.8,1.97,0
1991.0,14.42,0.179,0.0,6.76,2.43534,0
816.0,14.44,0.0206,0.0,0.313,0.729,0
5186.0,15.699,0.1016,0.0,14.5,3.81756,0
2520.0,15.726,0.0762,0.0,4.22,1.886,0
1834.0,15.229,0.2395,0.0,2.92,1.519,0
1381.0,14.381,0.2119,0.0,7.21,2.5340700000000003,0
1960.7088846880908,16.556,0.0115,0.0,1.96,1.216,0
2769.0,15.621,0.0215,0.0,3.66,1.734,0
2783.0,14.36,0.0807,0.0,4.5,1.961,0
2717.0,15.959,0.3575,0.0,6.44,2.36952,0
4343.0,15.178,0.0394,0.0,3.13,1.583,0
1522.0,14.562,0.026,0.0,1.71,1.17,0
1522.0,14.562,0.139,0.0,4.74,2.02,0
1431.0,13.569,0.1021,0.0,1.55,1.139,0
2707.0,13.709,0.2408,0.0,5.5,2.207,0
4019.0,15.847,0.1199,0.0,5.49,2.203,0
2823.0,13.64,0.2555,0.0,5.74,2.2159400000000002,0
975.0,12.123,0.0488,0.0,0.353,0.754,0
3008.0,15.468,0.0344,0.0,3.11,1.577,0
3186.0,14.418,0.1016,0.0,4.99,2.082,0
2220.0,13.549,0.0872,0.0,1.65,1.16,0
894.0,14.157,0.6266,0.0,10.1,3.0825700000000005,0
369.0,10.31,0.0791,0.0,1.46,1.12,0
579.0,15.138,0.0343,0.0,1.24,1.07,0
579.0,15.138,0.0451,0.0,2.1,1.25,0
579.0,15.138,0.0781,0.0,2.54,1.4,0
579.0,15.138,0.11,0.0,2.15,1.27,0
579.0,15.138,0.432,0.04,1.71,1.17,1
1328.0,13.566,0.0453,0.0,5.07,2.101,0
2788.0,14.822,0.0308,0.0,6.44,2.36952,0
2741.0,15.966,0.0465,0.0,6.28,2.3366100000000003,0
2678.0,15.889,0.0128,0.0,3.28,1.626,0
1331.0,15.434,0.2633,0.0,5.52,2.211,0
5416.0,15.201,0.2039,0.0,10.5,3.15936,0
848.0,10.793,0.0735,0.0,0.905,0.98,0
931.0,12.29,0.0351,0.0,0.179,0.624,0
4874.0,15.587,0.0521,0.0,8.86,2.86317,0
2046.0,12.825,0.0953,0.0,4.92,2.065,0
3728.0,14.297,0.059,0.0,2.57,1.41,0
3728.0,14.297,0.099,0.0,7.61,2.61086,0
1993.0,16.088,0.054,0.0,5.13,2.117,0
3449.0,15.898,0.5368,0.0,9.17,2.9180200000000003,0
1446.0,12.516,0.1151,0.0,2.81,1.487,0
4494.0,15.642,0.4438,0.0,10.6,3.1813,0
4707.0,15.433,0.0845,0.0,3.95,1.814,0
2670.0,14.851,0.036,0.0,2.89,1.511,0
3456.0,15.627,0.16,0.0,7.18,2.5231000000000003,0
4456.0,15.955,0.1421,0.0,8.88,2.86317,0
1314.0,12.099,0.0956,0.0,2.32,1.326,0
4551.0,15.715,0.2082,0.0,8.98,2.8851100000000005,0
3159.0,14.719,0.032,0.0,3.46,1.68,0
3159.0,14.719,0.066,0.0,10.3,3.1264499999999997,0
1728.0,12.916,0.0563,0.0,0.587,0.869,0
1945.0,14.412,0.0473,0.0,2.93,1.521,0
2778.0,15.592,0.0633,0.0,4.03,1.837,0
3427.0,15.152,0.0504,0.0,3.55,1.706,0
3051.0,15.452,0.0385,0.0,1.87,1.201,0
3210.0,15.787,0.0615,0.0,5.14,2.119,0
5653.0,15.844,0.2529,0.0,9.8,3.0386900000000003,0
3207.0,16.01,0.1546,0.0,8.32,2.75347,0
1177.0,13.387,0.0522,0.0,0.76,0.934,0
2321.0,16.136,0.0457,0.0,3.02,1.551,0
1930.0,14.971,0.088,0.0,1.92,1.21,0
1930.0,14.971,0.137,0.0,22.7,2.32564,0
1413.0,13.771,0.0447,0.0,6.9,2.0,0
1413.0,13.771,0.0752,0.0,17.3,5.3753,0
1413.0,13.771,0.1172,0.0,16.4,6.83431,0
5025.0,15.502,0.042,0.0,3.27,1.623,0
3355.0,15.097,0.0453,0.0,2.77,1.474,0
1123.0,16.113,0.0385,0.0,1.74,1.176,0
5791.0,15.456,0.1321,0.0,5.85,2.23788,0
884.0,16.367,0.0436,0.0,2.51,1.39,0
3430.0,15.086,0.0451,0.0,2.69,1.446,0
4438.0,15.322,0.0738,0.0,8.13,2.7205600000000003,0
953.0,13.989,0.0565,0.0,0.589,0.87,0
953.0,13.989,0.1076,0.0,1.63,1.155,0
2491.0,15.933,0.0306,0.0,1.33,1.092,0
1414.0,14.336,0.03,0.0,3.05,1.56,0
1414.0,14.336,0.045,0.0,2.73,1.46,0
1960.7088846880908,16.092,0.0536,0.0,1.78,1.184,0
880.0,12.245,0.0636,0.0,1.01,1.011,0
969.0,12.36,0.0646,0.0,2.41,1.357,0
2858.0,14.814,0.1209,0.0,2.92,1.519,0
5290.0,15.911,0.1954,0.0,8.97,2.8851100000000005,0
4941.0,16.261,0.114,0.0,10.4,3.14839,0
6706.0,15.779,0.2053,0.0,7.35,2.5669800000000005,0
2965.0,15.474,0.103,0.0,4.23,1.89,0
3360.0,15.533,0.2524,0.0,5.89,2.24885,0
3841.0,16.161,0.2107,0.0,7.38,2.5669800000000005,0
1939.0,14.987,0.087,0.0,2.36,1.34,0
1939.0,14.987,0.128,0.0,4.12,1.86,0
1939.0,14.987,0.0599,0.0,5.82,2.22691,0
2890.0,14.392,0.2043,0.0,9.03,2.8960800000000004,0
3030.0,13.103,0.1557,0.0,8.72,2.8302600000000004,0
4385.0,15.388,0.1077,0.0,5.86,2.23788,0
3232.0,14.454,0.2846,0.0,4.5,1.96,0
6233.0,15.084,0.1216,0.0,7.53,2.59989,0
5778.0,15.382,0.2588,0.0,9.28,2.93996,0
2177.0,15.8,0.2197,0.0,5.97,2.27079,0
3559.0,13.312,0.3859,0.0,11.5,3.33488,0
1065.0,12.679,0.194,0.43,4.63,1.992,0
1658.0,11.788,0.2987,0.0,9.65,3.0057800000000006,0
2126.0,14.308,0.09,0.0,7.95,2.67668,0
2126.0,14.308,0.15,0.0,8.2,2.7315300000000002,0
2126.0,14.308,0.0668,0.0,1.04,1.02,0
899.0,13.447,0.1025,0.0,2.95,1.53,0
2023.0,12.671,0.2356,0.0,7.53,2.59989,0
2328.0,15.286,0.0123,0.0,2.91,1.515,0
1070.0,12.81,0.0561,0.0,1.76,1.18,0
1398.0,12.874,0.0245,0.0,0.702,0.913,0
2951.0,14.522,0.0463,0.0,6.82,2.44631,0
2842.0,13.393,0.5548,0.0,10.2,3.09354,0
2952.0,14.163,0.0943,0.0,9.39,2.9619000000000004,0
1374.0,15.246,0.0938,0.0,4.0,1.828,0
619.0,13.622,0.0334,0.0,1.68,1.165,0
3292.0,14.712,0.106,0.0,6.3,2.3366100000000003,0
3292.0,14.712,0.286,0.0,8.0,2.68765,0
2605.0,15.674,0.0525,0.0,3.01,1.547,0
4875.0,14.943,0.2054,0.0,7.51,2.58892,0
2748.0,14.91,0.0516,0.0,5.13,2.117,0
3277.0,13.868,0.0571,0.0,3.02,1.549,0
3511.0,15.582,0.0918,0.0,8.05,2.69862,0
1960.7088846880908,13.586,0.0597,0.0,2.21,1.289,0
3269.0,15.508,0.0394,0.0,6.75,2.43534,0
1529.0,12.973,0.0711,0.0,1.01,1.01,0
633.0,14.569,0.1022,0.0,1.09,1.033,0
8538.0,15.231,0.0352,0.0,5.56,2.22,0
3582.0,14.969,0.032,0.0,2.89,1.51,0
3582.0,14.969,0.131,0.0,7.22,2.5340700000000003,0
3582.0,14.969,0.275,0.0,6.35,2.3475800000000002,0
2274.0,14.845,0.0871,0.0,2.95,1.527,0
4167.0,14.367,0.1435,0.0,6.0,2.27079,0
